,file,bboxes
0,../data_resize/SJTT/LYM11_SJTT0764_1_female.jpg,"181.84229850769046,48.50227355957033,971.9812488555908,673.0564880371095"
1,../data_resize/SJTT/NOC077_SJTT0206_1_female.jpg,"123.3632183074951,138.03466796875003,990.4977893829346,623.2822418212891"
2,../data_resize/SJTT/LIT08_SJTT0242_1_female.jpg,"154.02008056640625,192.06907749176042,1017.8544616699219,631.1522436141969"
3,../data_resize/SJTT/NOC034_SJTT0029_1_female.jpg,"134.32960510253906,161.12792968750006,1104.5044326782227,664.3950271606446"
4,../data_resize/SJTT/NOC031_SJTT0192_1_male.jpg,"162.13462829589847,107.70439147949222,1015.6189727783203,661.2704467773439"
5,../data_resize/SJTT/NOC063_SJTT1692_1_male.jpg,"157.4126815795899,179.73545074462908,1079.1561126708984,704.9389266967775"
6,../data_resize/SJTT/THY01_SJTT1813_1_male.jpg,"72.91259765625,84.63087081909184,1071.1784362792969,692.4252128601075"
7,../data_resize/SJTT/SJTT2134_1_male.jpg,"219.92202758789062,101.08535766601561,1015.0808715820312,667.432746887207"
8,../data_resize/SJTT/GEO115_SJTT1101_1_male.jpg,"224.71687316894528,54.57405090332039,928.0105590820312,727.3248291015625"
9,../data_resize/SJTT/PYR02_SJTT0932_1_male.jpg,"339.61023330688477,218.1899452209473,849.2888832092285,538.6734962463379"
10,../data_resize/SJTT/GEO074_SJTT1648_1_female.jpg,"256.6388511657714,183.88902664184567,927.9994010925293,599.9020195007324"
11,../data_resize/SJTT/NOC005_SJTT2018_1_female.jpg,"105.66867828369142,81.13590240478513,1029.5003128051758,687.171516418457"
12,../data_resize/SJTT/GEO084_SJTT0774_1_female.jpg,"350.75529098510737,229.68296051025393,836.5414237976074,556.5620422363281"
13,../data_resize/SJTT/GEO145_SJTT1519_1_male.jpg,"223.84265899658197,254.48717117309582,901.6119003295898,707.5818824768068"
14,../data_resize/SJTT/NOC056_SJTT1415_1_male.jpg,"83.47801208496095,78.44894409179686,1063.0950164794922,697.3928070068359"
15,../data_resize/SJTT/LIT46_SJTT0661_1_female.jpg,"201.10897064208984,183.68783950805664,973.1161880493163,583.877773284912"
16,../data_resize/SJTT/LIT09_SJTT20180814_1_female.jpg,"215.99281311035153,234.13562774658212,954.8307037353516,591.4250946044922"
17,../data_resize/SJTT/NOC055_SJTT0197_1_male.jpg,"133.97552490234378,225.79803466796875,979.6929931640625,778.5549926757814"
18,../data_resize/SJTT/NOT17_SJTT1938_1_male.jpg,"158.43212127685544,130.80772399902338,1079.121322631836,635.0031661987305"
19,../data_resize/SJTT/GEO021_SJTT1905_1_female.jpg,"202.96543121337888,109.58419799804693,1033.8550186157227,659.4089508056642"
20,../data_resize/SJTT/GEO090_SJTT0625_female.jpg,"160.85494995117188,56.00942611694335,1015.1140594482422,723.950138092041"
21,../data_resize/SJTT/GEO045_SJTT1462_1_female.jpg,"187.82695770263672,206.80759429931638,935.946922302246,756.5970993041992"
22,../data_resize/SJTT/GEO058_SJTT1478_1_male.jpg,"137.53829956054688,60.20900726318361,1009.3415451049806,682.4164962768555"
23,../data_resize/SJTT/NOC094_SJTT2228_1_female.jpg,"139.82425689697266,97.86842346191413,1106.5019989013672,683.5896301269532"
24,../data_resize/SJTT/ARC06_SJTT1365_1_male.jpg,"211.11774444580084,103.23513031005862,1023.959083557129,666.9906616210938"
25,../data_resize/SJTT/ERE16_SJTT0870_1_male_修改_male.jpg,"138.7712574005127,75.83225250244139,1008.5676097869873,699.1929626464844"
26,../data_resize/SJTT/GEO121_SJTT0108_1_male.jpg,"248.11328887939453,223.9296722412109,917.8463745117186,720.1726150512695"
27,../data_resize/SJTT/NOC070_SJTT2397_1_male.jpg,"114.61200714111328,89.03415679931643,1032.443618774414,682.3241424560548"
28,../data_resize/SJTT/LIT14_SJTT0099_1_male.jpg,"108.13179016113281,159.21110153198245,1043.7621688842773,716.4620399475098"
29,../data_resize/SJTT/GEO063_SJTT0110_1_female.jpg,"167.86800384521484,156.34887695312506,954.5735549926759,774.4482803344728"
30,../data_resize/SJTT/NOC034_SJTT2152_1_male.jpg,"168.55968475341797,124.70401763916028,1006.1206054687501,703.0388641357423"
31,../data_resize/SJTT/LIT11_SJTT1239_1_female.jpg,"227.6055908203125,225.88729858398438,942.0217895507812,598.8472747802736"
32,../data_resize/SJTT/CRA03_SJTT1993_1_female.jpg,"243.53553771972653,155.66429138183597,989.2757034301757,609.8897933959961"
33,../data_resize/SJTT/GEO118_SJTT0705_1_male.jpg,"150.2495098114014,55.806579589843786,964.0720081329346,780.299301147461"
34,../data_resize/SJTT/NOC027_SJTT0082_1_male.jpg,"177.7359294891357,95.5933380126953,997.450532913208,674.3775939941406"
35,../data_resize/SJTT/NOT05_SJTT0888_1_male.jpg,"255.35579681396484,156.1820793151856,871.1344528198241,626.85697555542"
36,../data_resize/SJTT/ERE05_SJTT0746_1_male.jpg,"150.93875885009766,166.43684387207037,1023.1354522705077,718.9421463012696"
37,../data_resize/SJTT/NOC065_SJTT2340_1_female.jpg,"135.02014160156247,92.18769073486328,1013.3615112304688,681.8613433837891"
38,../data_resize/SJTT/NOC034_SJTT0635_1_female.jpg,"89.93339538574219,125.34082412719725,1059.4418334960938,711.0153388977051"
39,../data_resize/SJTT/HER10_SJTT0717_1_female.jpg,"192.9837512969971,236.17040157318118,978.5586833953857,648.8476419448853"
40,../data_resize/SJTT/GEO084_SJTT2049_1_male.jpg,"269.91943359375006,149.12485122680658,974.2829132080078,574.6690559387207"
41,../data_resize/SJTT/THY15_SJTT0408_1_female.jpg,"129.75402832031256,84.77529525756835,1015.2042388916016,688.178768157959"
42,../data_resize/SJTT/DRE08_SJTT1861_1_male.jpg,"267.2069263458252,107.27872848510742,977.3911571502684,676.3111305236815"
43,../data_resize/SJTT/END01_SJTT0335_1_male.jpg,"194.82765197753906,90.93181610107415,1058.7922668457031,680.1570892333984"
44,../data_resize/SJTT/GEO001_SJTT2479_1_male.jpg,"320.02246856689453,187.30669021606442,866.0132217407227,568.5209465026854"
45,../data_resize/SJTT/LYM01_SJTT0590_1_male.jpg,"141.22135162353518,103.06278228759767,1005.9405899047852,748.2518386840821"
46,../data_resize/SJTT/GEO083_SJTT0876_1_male.jpg,"193.61263275146484,82.19299316406254,958.5305786132812,699.4461059570312"
47,../data_resize/SJTT/GEO032_SJTT0381_1_female.jpg,"242.16733932495123,168.86619567871097,927.1880149841309,658.3557510375977"
48,../data_resize/SJTT/THY08_SJTT1311_1_female.jpg,"181.72508239746094,101.34456634521487,994.4471740722656,668.9185333251954"
49,../data_resize/SJTT/GEO119_SJTT0730_1_male.jpg,"166.4923095703125,19.86383438110355,1009.2353439331055,699.7469139099122"
50,../data_resize/SJTT/THY11_SJTT1510_1_female.jpg,"124.47441101074222,57.93066024780269,1025.1102447509766,702.8079795837403"
51,../data_resize/SJTT/ARC07_SJTT1194_1_male.jpg,"170.5052947998047,127.69710540771496,1003.8405990600586,636.5398788452148"
52,../data_resize/SJTT/LIT10_SJTT0994_1_male.jpg,"306.1370086669922,253.84950637817377,881.634521484375,530.2427482604979"
53,../data_resize/SJTT/NOT17_SJTT1910_1_male.jpg,"173.660888671875,115.91604232788093,1063.8566207885742,592.0137214660646"
54,../data_resize/SJTT/LIT03_SJTT0906_1_male.jpg,"140.04089355468747,115.99191665649423,1038.9674377441406,653.9604759216309"
55,../data_resize/SJTT/NOC036_SJTT0593_1_male.jpg,"268.68839263916016,188.5616064071655,948.5163116455078,536.7852640151976"
56,../data_resize/SJTT/LIT12_SJTT0021_1_female.jpg,"77.43793487548827,146.5465545654297,1181.235580444336,706.6930770874023"
57,../data_resize/SJTT/NOC029_SJTT0971_1_male.jpg,"261.9546890258789,201.88401699066168,893.3876037597656,582.3771524429321"
58,../data_resize/SJTT/GEO036_SJTT1555_1_female.jpg,"320.02979278564453,201.1309671401978,865.4387283325194,611.3332509994507"
59,../data_resize/SJTT/GEO163_SJTT1820_1_male.jpg,"337.97435760498047,209.11392211914065,908.9323425292969,634.254035949707"
60,../data_resize/SJTT/NOT10_SJTT0422_1_male.jpg,"175.05294799804685,83.92105102539062,999.3426132202148,682.7395629882811"
61,../data_resize/SJTT/CRA03_SJTT1994_1_male.jpg,"222.1176910400391,230.51042556762712,1010.9747314453126,653.2884788513185"
62,../data_resize/SJTT/LIT15_SJTT0676_1_male.jpg,"91.63375854492186,111.82477951049816,1052.409896850586,723.3018302917483"
63,../data_resize/SJTT/GEO074_SJTT1102_1_male.jpg,"247.84795761108396,164.4125986099243,908.4455680847168,617.9636144638062"
64,../data_resize/SJTT/GEO132_SJTT1324_1_male.jpg,"254.94781494140625,107.15713500976562,900.6092834472655,648.3301544189453"
65,../data_resize/SJTT/NOC064_SJTT2354_1_male.jpg,"121.48707389831539,60.40246963500975,1021.7795276641846,695.697078704834"
66,../data_resize/SJTT/NOT04_SJTT1716_1_male.jpg,"86.03908538818357,47.60425567626956,1054.6384048461914,715.8660888671875"
67,../data_resize/SJTT/GEO063_SJTT2199_1_male.jpg,"158.82728576660153,50.59259414672859,1013.7092971801758,726.7618370056152"
68,../data_resize/SJTT/CRA12_SJTT2093_1_male.jpg,"226.53064727783197,170.5999755859376,1006.0997772216796,652.4903106689454"
69,../data_resize/SJTT/GEO067_SJTT1671_1_male.jpg,"302.90657043457037,183.1029891967773,883.3969116210938,601.7014312744142"
70,../data_resize/SJTT/NOC059_SJTT2292_1_female.jpg,"290.61607360839844,264.1308784484863,955.29109954834,552.0276069641113"
71,../data_resize/SJTT/LIT12_SJTT0184_1_female.jpg,"57.05600738525389,254.30881500244143,1059.532814025879,747.6759719848633"
72,../data_resize/SJTT/GEO004_SJTT1782_1_female.jpg,"307.54096984863276,113.08345794677743,934.9832153320312,700.8901214599609"
73,../data_resize/SJTT/GEO126_SJTT2068_1_male.jpg,"270.0436019897461,103.40290069580095,943.8561630249025,710.5103683471681"
74,../data_resize/SJTT/NOC007_SJTT2344_1_female.jpg,"117.44613647460938,57.11887359619148,1028.7688064575195,707.8690719604492"
75,../data_resize/SJTT/ERE17_SJTT1698_1_female.jpg,"171.8587875366211,114.94037628173825,1083.1140518188477,726.5232849121095"
76,../data_resize/SJTT/CRA05_SJTT1693_1_male.jpg,"292.86792755126953,294.6466636657716,925.4074859619141,638.1564140319826"
77,../data_resize/SJTT/GEO036_SJTT1541_1_male.jpg,"290.2381896972656,160.95506668090826,893.214225769043,621.5343284606935"
78,../data_resize/SJTT/ERE04_SJTT0782_1_male.jpg,"154.3170547485352,94.87682342529303,954.9196243286133,668.7741088867188"
79,../data_resize/SJTT/PYR03_SJTT1745_1_male.jpg,"170.66184997558597,82.24546432495119,1004.5106506347656,686.5887260437012"
80,../data_resize/SJTT/ARC07_SJTT1191_1_male.jpg,"163.99669647216797,102.10479736328128,1012.1725845336914,664.3081665039062"
81,../data_resize/SJTT/GEO093_SJTT0697_1_male.jpg,"112.30384826660153,52.72972106933595,1031.9040298461914,706.7366790771484"
82,../data_resize/SJTT/GEO050_SJTT1362_1_male.jpg,"244.20558929443362,124.32670593261714,909.642448425293,660.2293777465821"
83,../data_resize/SJTT/NOC023_SJTT1601_1_male.jpg,"131.5656280517578,93.03100585937503,1011.303062438965,672.1503448486329"
84,../data_resize/SJTT/LIT18_SJTT2074_1_male.jpg,"298.1417083740234,161.02819442749018,920.705451965332,443.89764785766596"
85,../data_resize/SJTT/NOC008_SJTT2294_1_male.jpg,"215.21873474121094,159.5812034606934,1017.9144287109375,662.7132606506348"
86,../data_resize/SJTT/GEO154_SJTT2408_1_male.jpg,"247.21298217773438,126.99729919433595,995.6712341308594,714.7420501708984"
87,../data_resize/SJTT/PYR01_SJTT0968_1_male.jpg,"254.92733001708987,206.61384582519534,976.2068939208984,621.8392562866211"
88,../data_resize/SJTT/GEO119_SJTT1623_1_male.jpg,"184.26366806030273,106.89317703247063,925.1564598083496,659.0561866760254"
89,../data_resize/SJTT/GEO004_SJTT0310_1_male.jpg,"258.7664222717285,130.00240325927743,894.6853065490723,685.5144119262695"
90,../data_resize/SJTT/ARC03_SJTT1391_1_male.jpg,"150.53561210632327,113.45561981201175,1022.7032947540283,712.8966903686523"
91,../data_resize/SJTT/LIT03_SJTT1054_1_male.jpg,"157.9519271850586,137.56734848022458,1019.0651321411133,627.0823097229004"
92,../data_resize/SJTT/ARC04_SJTT0953_1_male.jpg,"151.85474395751953,82.54100799560558,1026.17431640625,626.223030090332"
93,../data_resize/SJTT/LIT09_SJTT1255_1_male.jpg,"50.45059204101565,142.07265853881833,1091.8162536621094,625.5802726745605"
94,../data_resize/SJTT/HYP02_SJTT1043_1_male.jpg,"112.6368713378906,76.29596710205071,1030.8064270019531,692.4549102783203"
95,../data_resize/SJTT/THY13_SJTT2446_1_female.jpg,"189.76512908935553,140.74588775634763,986.1310958862305,627.2004699707031"
96,../data_resize/SJTT/NOC078_SJTT0396_1_male.jpg,"147.9771423339844,121.11040115356447,1090.4688262939453,644.500675201416"
97,../data_resize/SJTT/NOT05_SJTT2090_1_male.jpg,"256.596450805664,241.0377883911133,971.9081497192383,583.5801696777344"
98,../data_resize/SJTT/LIM01_SJTT1004_1_male.jpg,"220.35724639892575,133.80882263183597,933.4927368164062,679.7907638549805"
99,../data_resize/SJTT/GEO138_SJTT1796_1_female.jpg,"132.75604248046875,53.21918487548829,1017.6436614990234,710.5322265625"
100,../data_resize/SJTT/ERE08_SJTT1079_1_male.jpg,"126.115951538086,95.11360168457034,1023.4628677368164,671.805877685547"
101,../data_resize/SJTT/NOC012_SJTT1419_1_female.jpg,"244.05298233032227,124.07241821289064,925.7040596008301,640.4400253295898"
102,../data_resize/SJTT/GEO006_SJTT0595_1_male.jpg,"379.5027351379395,181.36850833892825,806.7366600036621,573.4063863754272"
103,../data_resize/SJTT/GEO063_SJTT0017_1_male.jpg,"277.1054077148437,111.8986511230469,937.6453399658203,643.4804916381836"
104,../data_resize/SJTT/NOL03_SJTT0682_1_male.jpg,"271.3461685180664,243.04216384887692,857.274284362793,572.1166801452637"
105,../data_resize/SJTT/GEO063_SJTT1394_1_male.jpg,"183.66808891296387,28.339786529540945,988.2465076446533,747.3542213439941"
106,../data_resize/SJTT/ERE11_SJTT0734_1_female.jpg,"248.6858367919922,169.58887577056885,907.0857238769531,611.826033592224"
107,../data_resize/SJTT/GEO063_SJTT0046_1_male.jpg,"195.85338592529303,207.73490905761722,914.8532867431641,737.5345611572266"
108,../data_resize/SJTT/THY04_SJTT1830_1_female.jpg,"125.68954467773432,112.16152191162108,1125.556983947754,737.3447036743164"
109,../data_resize/SJTT/GEO146_SJTT1138_1_female.jpg,"210.2556610107422,108.4590721130371,961.4509963989258,660.2740669250488"
110,../data_resize/SJTT/LIT10_SJTT0552_1_male.jpg,"213.65489959716797,197.81076431274417,955.0506591796875,624.1180610656738"
111,../data_resize/SJTT/LYM10_SJTT1927_1_male.jpg,"121.34181976318357,72.90210723876962,1028.2740783691406,663.7208557128906"
112,../data_resize/SJTT/THY17_SJTT0078_1_female.jpg,"188.66798400878903,113.17249298095705,1049.2337036132812,656.951446533203"
113,../data_resize/SJTT/GEO022_SJTT0612_1_male.jpg,"203.27482223510742,119.66541290283206,905.5912971496582,643.5750198364259"
114,../data_resize/SJTT/NOC043_SJTT2396_1_male.jpg,"315.750789642334,249.32502746582034,843.5993385314941,536.4078521728516"
115,../data_resize/SJTT/ARC03_SJTT1854_1_male.jpg,"185.59867858886716,113.43662261962896,1051.7552947998047,655.124740600586"
116,../data_resize/SJTT/NOC008_SJTT0443_1_female.jpg,"69.2230224609375,180.70533752441412,1073.6993408203125,683.458137512207"
117,../data_resize/SJTT/NOC046_SJTT1318_1_male.jpg,"144.63706970214844,158.53904724121097,1032.7155303955078,667.9374313354492"
118,../data_resize/SJTT/LIT05_SJTT0583_1_female.jpg,"38.63822937011716,132.28000640869135,1106.0069274902344,628.2883453369141"
119,../data_resize/SJTT/NOC016_SJTT0962_1_male.jpg,"307.646484375,232.20044612884524,880.2785110473633,583.0888605117798"
120,../data_resize/SJTT/CRA05_SJTT1735_1_female.jpg,"255.61337471008306,165.86956024169933,972.2685527801515,655.7690429687501"
121,../data_resize/SJTT/GEO069_SJTT0273_1_female.jpg,"176.253662109375,54.36854362487811,994.7213745117188,779.7549915313722"
122,../data_resize/SJTT/ARC06_SJTT0336_1_male.jpg,"170.77045440673828,76.34449005126957,1005.3110504150391,690.4716491699219"
123,../data_resize/SJTT/LIT29_SJTT1817_1_male.jpg,"198.84429931640616,116.95917129516609,1037.6055908203125,710.8738899230957"
124,../data_resize/SJTT/LIT03_SJTT0951_1_male.jpg,"102.7317810058594,117.14599609375003,1047.0135498046875,656.6972732543945"
125,../data_resize/SJTT/THY13_SJTT0409_1_female.jpg,"271.13559722900385,174.90266799926752,943.589973449707,579.7439384460449"
126,../data_resize/SJTT/NOC059_SJTT1582_1_female.jpg,"327.62809753417974,140.51654815673825,1087.3744583129883,628.3544921875"
127,../data_resize/SJTT/THY11_SJTT1499_1_female.jpg,"128.93383026123044,63.11798095703129,1019.5168304443359,692.8495025634767"
128,../data_resize/SJTT/GEO066_SJTT0839_1_male.jpg,"273.18168640136724,138.9196395874024,955.3914642333984,628.3296585083008"
129,../data_resize/SJTT/LIT21_SJTT1280_1_male.jpg,"172.2102355957031,175.34333705902102,1001.8660354614258,648.4739923477173"
130,../data_resize/SJTT/GEO068_SJTT0282_1_male.jpg,"217.9549026489258,189.90109443664548,935.9137344360352,773.6040782928467"
131,../data_resize/SJTT/LYM01_SJTT0329_1_male.jpg,"189.28813934326172,176.03800773620603,984.2366409301758,773.1302356719971"
132,../data_resize/SJTT/NOT05_SJTT0290_1_male.jpg,"175.76992034912107,189.47334289550798,995.3474807739258,799"
133,../data_resize/SJTT/LYM02_SJTT1667_1_male_修改_male.jpg,"185.3632736206055,73.56472015380864,969.1542434692383,707.6652526855469"
134,../data_resize/SJTT/PYR02_SJTT2439_1_male.jpg,"267.66992568969727,196.3160943984985,917.3646354675293,587.7181386947632"
135,../data_resize/SJTT/GEO057_SJTT2120_1_male.jpg,"98.36654663085938,75.68141937255861,1035.6761169433594,689.2390060424806"
136,../data_resize/SJTT/PYR16_SJTT0771_1_female.jpg,"207.39772796630857,169.52445983886736,1027.540168762207,717.2035598754884"
137,../data_resize/SJTT/LIM02_SJTT0808_1_female.jpg,"26.421089172363253,36.61495208740235,1104.57275390625,721.0333251953125"
138,../data_resize/SJTT/GEO154_SJTT2402_1_male.jpg,"238.15887451171878,93.12850952148435,1005.1650238037109,748.0456161499025"
139,../data_resize/SJTT/GEO102_SJTT2413_1_male.jpg,"262.9478645324707,180.06206512451178,894.2191886901855,603.0897140502931"
140,../data_resize/SJTT/NOT12_SJTT1926_1_male.jpg,"293.2712173461914,215.39216518402097,893.6154556274415,541.3928842544556"
141,../data_resize/SJTT/THY13_SJTT2135_1_female.jpg,"159.5324993133545,101.65779113769543,1013.3173084259033,725.1518249511721"
142,../data_resize/SJTT/NOC072_SJTT0374_1_male.jpg,"190.48564910888675,108.40305328369139,1045.2073287963867,657.9243087768555"
143,../data_resize/SJTT/THY01_SJTT0899_1_male.jpg,"117.4163818359375,80.14209747314447,1025.4521942138672,689.5088577270508"
144,../data_resize/SJTT/GEO138_SJTT1886_1_female.jpg,"146.35231018066403,47.33840942382814,1028.9876174926758,731.4808654785157"
145,../data_resize/SJTT/PYR01_SJTT0940_1_male.jpg,"171.4189910888672,88.39185714721683,1003.2482528686523,680.9408378601075"
146,../data_resize/SJTT/NOC069_SJTT2416_1_male.jpg,"244.12204742431643,186.86151504516602,925.4319763183594,581.1576271057129"
147,../data_resize/SJTT/NOC070_SJTT2277_1_male.jpg,"199.88551139831543,105.60565948486338,970.409517288208,721.6876983642578"
148,../data_resize/SJTT/NOT14_SJTT1012_1_male.jpg,"197.35130310058588,89.34612274169926,955.718994140625,693.0904006958009"
149,../data_resize/SJTT/GEO005_SJTT0907_1_male.jpg,"146.24293327331546,14.550828933715865,1024.9023914337158,760.1465129852295"
150,../data_resize/SJTT/LIT10_SJTT2085_1_female.jpg,"221.44832611083984,209.13728237152105,1011.6397476196289,560.478310585022"
151,../data_resize/SJTT/LIM02_SJTT1613_1_male.jpg,"111.44474029541018,91.61497116088869,1028.7369918823242,745.1336097717286"
152,../data_resize/SJTT/NOC032_SJTT1282_1_male.jpg,"295.7453155517578,207.36589431762695,892.855224609375,547.267551422119"
153,../data_resize/SJTT/NOC086_SJTT0010_1_male.jpg,"135.98144531250003,159.53628540039065,1102.063865661621,666.6377258300781"
154,../data_resize/SJTT/HYP05_SJTT0741_1_female.jpg,"289.592342376709,200.56826114654544,956.6756629943849,612.8247594833374"
155,../data_resize/SJTT/CRA02_SJTT1099_1_male.jpg,"184.3114471435547,108.48888397216805,989.9531936645508,660.6509780883789"
